CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,InStore_COGS,UE_COGS,DD_COGS,SD_COGS,InStore_OPEX,UE_OPEX,DD_OPEX,SD_OPEX,UE_Commission,DD_Commission,InStore_Profit_Per_Order,UE_Profit_Per_Order,DD_Profit_Per_Order,SD_Profit_Per_Order,InStore_Margin_Percent,UE_Margin_Percent,DD_Margin_Percent,SD_Margin_Percent
Burgers,25009,Lucky Burgers Eatery,Cafe,South Auckland,1.05,45.34,1036,274,12423.16,343,190,229,15551.62,8614.6,10382.86,0.267623493429273,0.392365170945413,0.31,13,3.84,879.36,4224.02,466.72,258.54,2650.93,0.36,0.45,0.25,0.3,3324.729478630807,4161.978872884551,2305.4693464958154,2778.6972649870618,4874.415297082217,6101.914039778104,3380.069001626355,4073.872638802291,4821.0022,2670.5260000000003,15.416131386861316,1.3606997084548105,1.3607368421052632,11.576113537117903,34.001172004546355,3.001102135983261,3.0011840364033158,25.5317898921877
Burgers,25107,King Burgers Eatery,Ghost Kitchen,CBD,0.99,42.53,953,62,2636.86,401,223,267,17054.53,9484.19,11355.51,0.260719021281693,0.292267443262972,0.29,10,2.95,787.65,1178.71,2677.79,1489.15,4288.42,0.07,0.45,0.25,0.3,687.479558456845,4446.4403700192715,2472.70873444962,2960.5974533544777,770.6683304424004,4984.483879151653,2771.9199627202465,3318.845874647111,4945.8137,2750.4151,19.011451612903226,6.677780548628429,6.67780269058296,16.061498127340823,44.70127348437156,15.701341520405428,15.701393582372347,37.76510258015712
Burgers,25352,King Burgers Bistro,Ghost Kitchen,North Shore,1.03,31.83,1354,100,3183.0,564,314,376,17952.12,9994.62,11968.08,0.259987647132948,0.224010411184281,0.33,15,4.43,1665.68,1642.43,3339.13,1859.02,4509.87,0.08,0.45,0.25,0.3,827.5406808241734,4667.329439848338,2598.4777377879045,3111.552959898892,713.0251387995664,4021.4617828295545,2238.898935830639,2680.9745218863695,5924.1996,3298.2246000000005,16.424300000000002,5.920443262411347,5.920445859872611,11.994335106382978,51.60006283380459,18.600198750899615,18.60020691131829,37.682485411193774
Burgers,25255,Urban Burgers Diner,Cafe,North Shore,1.03,37.65,1511,302,11370.3,544,302,363,20481.6,11370.3,13666.95,0.210879622809589,0.369592107273638,0.28,16,4.72,1713.36,4770.16,2857.76,1586.48,4020.31,0.25,0.45,0.25,0.3,2397.7645752318695,4319.152082536878,2397.7645752318695,2882.0812609575123,4202.373137333446,7569.837704335743,4202.373137333446,5051.196850503447,5734.848,3183.684,15.79523178807947,5.253235294117648,5.253245033112583,11.075234159779614,41.95280687404906,13.952816186235454,13.952842053419875,29.41629258905608
Burgers,26270,Top Burgers Diner,Ghost Kitchen,CBD,0.99,42.95,1382,53,2276.35,598,332,399,25684.1,14259.4,17137.05,0.259372560633346,0.309947346220724,0.29,18,5.31,2118.69,980.38,3613.24,2006.01,5261.9,0.04,0.45,0.25,0.3,590.4227283977172,6661.7507845629225,3698.4970910951342,4444.880540201682,705.5486415695451,7960.718635067697,4419.663188699792,5311.583169551858,7448.388999999999,4135.226,18.497735849056603,6.042207357859532,6.042198795180723,13.187719298245613,43.06806949722143,14.068003161489015,14.067983225100637,30.704817923738332
Burgers,25612,Classic Burgers Bistro,QSR,South Auckland,1.05,45.49,998,193,8779.57,362,201,242,16467.38,9143.49,11008.58,0.253722506202757,0.430719664134085,0.28,4,1.18,285.56,2770.46,585.54,325.12,3188.28,0.24,0.45,0.25,0.3,2227.574503782539,4178.144924193157,2319.9091982398463,2793.1245073335467,3781.5334416416886,7092.824382768349,3938.280941813365,4741.611880193205,4610.866400000001,2560.1772,14.354715025906735,1.6175138121546961,1.6175124378109453,13.174710743801654,31.555759564534487,3.5557568963611694,3.555753875161454,28.961773453070244
Burgers,25436,Classic Burgers Tavern,Full-service,North Shore,1.03,42.97,718,242,10398.74,214,119,143,9195.58,5113.43,6144.71,0.368939419602975,0.501108688791282,0.32,8,2.36,337.48,1351.34,-1747.6,-971.8,461.04,0.51,0.45,0.25,0.3,3836.50510020224,3392.611948112725,1886.5458963804406,2267.0257410285967,5210.898966481455,4607.9850364753365,2562.384202526005,3079.1675711026783,2942.5856,1636.2976,5.584049586776859,-8.166355140186916,-8.166386554621848,3.224055944055944,12.995228268040165,-19.00478273257369,-19.00485584040458,7.503039199571665
Burgers,25260,Classic Burgers Cafe,Full-service,West Auckland,1.04,32.34,2051,646,20891.64,632,351,422,20438.88,11351.34,13647.48,0.373705843370408,0.465107345278375,0.28,13,3.84,1620.48,3367.46,-2428.41,-1348.69,579.31,0.46,0.45,0.25,0.3,7807.327945590951,7638.128887946566,4242.062088084247,5100.143023280776,9716.85521891151,9506.273217263273,5279.59161275223,6347.543192539717,5722.886400000001,3178.3752000000004,5.212786377708978,-3.8424208860759492,-3.8424216524216526,1.3727725118483411,16.11869628234069,-11.881326178342452,-11.881328547995215,4.244812961806868
Burgers,25452,Lucky Burgers Kitchen,Cafe,CBD,0.99,30.92,1308,324,10018.08,443,246,295,13697.56,7606.32,9121.4,0.23099601617083,0.373214836767875,0.31,11,3.25,958.75,3965.05,1175.1,652.54,2651.4,0.33,0.45,0.25,0.3,2314.1365696806683,3164.081791260914,1757.0296177205075,2107.0070619006087,3738.8960919275128,5112.132619518174,2838.7914772042227,3404.241812094495,4246.2436,2357.9592,12.23780864197531,2.652595936794582,2.65260162601626,8.987796610169491,39.578941274176294,8.578900183682348,8.578918583493726,29.067906242462783
Burgers,25319,King Burgers Diner,Cafe,West Auckland,1.04,45.6,799,184,8390.4,277,154,184,12631.2,7022.4,8390.4,0.279372675232589,0.399700684985146,0.29,15,4.43,815.12,2692.7,390.64,217.18,1877.58,0.3,0.45,0.25,0.3,2344.0484942715148,3528.8121353978786,1961.866674553333,2344.0484942715148,3353.648627299369,5048.699292184377,2806.858090239689,3353.648627299369,3663.048,2036.4959999999999,14.634239130434782,1.4102527075812274,1.4102597402597403,10.204239130434782,32.0926296720061,3.09265944645006,3.0926748689906587,22.377717391304348
Burgers,25132,Lucky Burgers Tavern,Ghost Kitchen,CBD,0.99,36.56,897,42,1535.52,385,214,256,14075.6,7823.84,9359.36,0.294071698107291,0.265251147735398,0.3,18,5.31,1359.36,676.67,1980.12,1100.64,2765.1,0.05,0.45,0.25,0.3,451.5529738777075,4139.235593878985,2300.7699145197475,2752.3228883974552,407.29844237065834,3733.569055064368,2075.282539698116,2482.5809820687746,4222.68,2347.152,16.111190476190476,5.143168831168831,5.143177570093458,10.801171875,44.0678076482234,14.067748444116058,14.067772347082762,29.543686747811815
Burgers,26489,Classic Burgers Cafe,Cafe,West Auckland,1.04,36.49,1640,468,17077.32,527,293,352,19230.23,10691.57,12844.48,0.226056149750948,0.371622992213815,0.3,16,4.72,1661.44,6870.56,1967.65,1093.97,3506.16,0.4,0.45,0.25,0.3,3860.4332072648594,4347.111752625173,2416.895148992743,2903.5736943530565,6346.324757392827,7146.395613559872,3973.233234863458,4773.304091030503,5769.0689999999995,3207.471,14.680683760683761,3.7336812144212526,3.7336860068259385,9.960681818181818,40.23207388512952,10.232066907156078,10.23208004063014,27.29701786292633
Burgers,25040,Lucky Burgers Grill,QSR,North Shore,1.03,41.72,1452,299,12474.28,519,288,346,21652.68,12015.36,14435.12,0.24809970267117,0.389124022936448,0.32,18,5.31,1837.26,4525.37,926.22,513.97,3399.46,0.26,0.45,0.25,0.3,3094.8651590369227,5372.02347003399,2981.0072434870694,3581.34898002266,4854.042016835675,8425.577948955568,4675.46522022968,5617.05196597038,6928.8576,3844.9152000000004,15.135016722408027,1.7846242774566474,1.7846180555555557,9.825028901734104,36.277604799635725,4.27762290857298,4.277607995099606,23.549925459573593
Burgers,25502,Top Burgers Grill,Cafe,West Auckland,1.04,34.21,899,207,7081.47,311,173,208,10639.31,5918.33,7115.68,0.247309528961778,0.350396152329631,0.31,3,0.89,185.12,2848.84,981.95,546.23,2677.48,0.3,0.45,0.25,0.3,1751.3150100569621,2631.202744578334,1463.6594045403594,1759.7754690427446,2481.319840837712,3727.973287442166,2073.760060217025,2493.306893208909,3298.1861,1834.6823,13.762512077294687,3.157395498392283,3.1573988439306357,12.8725,40.22950037209788,9.229451909945288,9.229461689361695,37.62788658287051
Burgers,25889,Top Burgers Bistro,QSR,North Shore,1.03,40.18,1334,231,9281.58,496,276,331,19929.28,11089.68,13299.58,0.238772939294577,0.433020327752456,0.31,17,5.02,1661.62,3046.28,362.85,201.91,2703.39,0.21,0.45,0.25,0.3,2216.19013789776,4758.572763624627,2647.9154894362846,3175.5798079833703,4019.1128136606408,8629.783357470465,4802.056868269857,5758.988490570009,6178.0768,3437.8008,13.187359307359309,0.7315524193548387,0.7315579710144927,8.167341389728096,32.82070509546866,1.8206879526003952,1.8207017695731527,20.32688250305649
Burgers,25283,Urban Burgers Grill,Cafe,South Auckland,1.05,42.16,571,151,6366.16,189,105,126,7968.24,4426.8,5312.16,0.27608444660902,0.441550263715908,0.29,4,1.18,148.68,1797.58,-60.84,-33.8,1351.29,0.36,0.45,0.25,0.3,1757.5977606244787,2199.9071308478574,1222.1706282488096,1466.6047538985715,2810.9796268576647,3518.378473351647,1954.6547074175817,2345.5856489010976,2310.7895999999996,1283.772,11.904503311258278,-0.3219047619047619,-0.32190476190476186,10.72452380952381,28.2364879299295,-0.7635312189391886,-0.7635312189391885,25.43767507002801
Burgers,25366,Classic Burgers Tavern,Full-service,West Auckland,1.04,45.99,701,214,9841.86,219,122,146,10071.81,5610.78,6714.54,0.392565074376762,0.450436520925723,0.27,4,1.18,172.28,1545.16,-1138.13,-634.03,881.89,0.44,0.45,0.25,0.3,3863.5705029056794,3953.840841758615,2202.5962680116486,2635.8938945057434,4433.133177838036,4536.711055824906,2527.300222879628,3024.4740372166043,2719.3887,1514.9106,7.220373831775701,-5.196940639269407,-5.196967213114754,6.040342465753424,15.699877868614266,-11.300153597019802,-11.300211378810076,13.134034498267939
Burgers,25247,Lucky Burgers Kitchen,Cafe,South Auckland,1.05,34.73,1151,304,10557.92,381,212,254,13232.13,7362.76,8821.42,0.20139017611742,0.416730785742402,0.31,5,1.48,375.92,4031.85,951.11,529.23,2992.8,0.36,0.45,0.25,0.3,2126.261368233631,2664.8209911085964,1482.7875331102953,1776.547327405731,4399.810297405421,5514.23593194561,3068.288760032728,3676.15728796374,4101.9603,2282.4556000000002,13.262664473684211,2.4963517060367453,2.496367924528302,11.78267716535433,38.187919590222315,7.187882827632437,7.18792952642759,33.92651069782416
Burgers,25004,King Burgers Cafe,Ghost Kitchen,South Auckland,1.05,34.64,1629,106,3671.84,685,381,457,23728.4,13197.84,15830.48,0.259387835033704,0.336022477445658,0.32,18,5.31,2426.67,1485.59,2007.18,1116.4,3978.18,0.07,0.45,0.25,0.3,952.4306281901557,6154.8583048137425,3423.3591447212198,4106.23393474435,1233.820773584065,7973.275753821552,4434.770893731403,5319.39710875394,7593.088000000001,4223.3088,14.014999999999999,2.9301897810218978,2.930183727034121,8.704989059080962,40.45900692840646,8.458977427892314,8.458959951022289,25.12987603660786
Burgers,25853,Classic Burgers Tavern,Ghost Kitchen,CBD,0.99,31.34,1519,72,2256.48,651,362,434,20402.34,11345.08,13601.56,0.272829318465665,0.319570669706445,0.32,5,1.48,642.32,919.74,1787.25,993.83,4901.68,0.05,0.45,0.25,0.3,615.6339005314037,5566.3565173047755,3095.2704443384464,3710.9043448698503,721.104824779199,6519.9894573785905,3625.554813473195,4346.659638252394,6528.7488,3630.4256,12.774166666666666,2.7453917050691246,2.745386740331492,11.294193548387097,40.759944692618596,8.760024585415202,8.760008743878405,36.03763097762316
Burgers,25005,Classic Burgers Bistro,Ghost Kitchen,South Auckland,1.05,39.35,1305,85,3344.75,549,305,366,21603.15,12001.75,14402.1,0.285651653038803,0.280214194732253,0.3,9,2.66,973.56,1452.07,2897.72,1609.84,5278.88,0.07,0.45,0.25,0.3,955.4333665015364,6170.975508345218,3428.319726858454,4113.983672230145,937.2464278307033,6053.509280930072,3363.0607116278175,4035.672853953381,6480.945000000001,3600.525,17.083176470588235,5.278178506375228,5.278163934426229,14.423169398907104,43.41340907392181,13.41341424745928,13.413377215822692,36.65354358045007
Burgers,25077,Lucky Burgers House,Cafe,CBD,0.99,39.76,1641,378,15029.28,568,316,379,22583.68,12564.16,15069.04,0.211968362163752,0.366120141441934,0.31,14,4.13,1565.27,6341.03,2527.37,1406.07,4792.53,0.3,0.45,0.25,0.3,3185.7318661004347,4787.025661230283,2663.2044171633265,3194.1597281800655,5502.52211937043,8268.340115879377,4599.99203629909,5517.079056194161,7000.9408,3894.8896,16.77521164021164,4.449595070422535,4.4495886075949365,12.645197889182057,42.19117615747394,11.19113448295406,11.191118228357487,31.803817628727504
Burgers,25856,Top Burgers Cafe,Cafe,West Auckland,1.04,34.59,1501,328,11345.52,528,293,352,18263.52,10134.87,12175.68,0.212431895472109,0.353694221447222,0.3,8,2.36,830.72,4922.52,2445.01,1356.79,4451.99,0.28,0.45,0.25,0.3,2410.1503187167223,3879.7541715927723,2152.9696444634137,2586.502781061848,4012.8448633138864,6459.701487285768,3584.644954118807,4306.467658190512,5479.056,3040.4610000000002,15.00768292682927,4.630700757575758,4.630682593856656,12.647698863636363,43.387345842235526,13.387397391083427,13.387344879608715,36.5646107650661
Burgers,25886,Urban Burgers Bistro,Ghost Kitchen,South Auckland,1.05,35.87,1180,77,2761.99,496,276,331,17791.52,9900.12,11872.97,0.254884610173758,0.256033067405224,0.32,17,5.02,1661.62,1350.84,3008.23,1673.94,4145.24,0.07,0.45,0.25,0.3,703.9887444538178,4534.78463959862,2523.3882268734255,3026.2373300547238,707.1607718425546,4555.217439401392,2534.7580912798066,3039.8729283102025,5693.2864,3168.0384000000004,17.543376623376624,6.064979838709678,6.065,12.523383685800603,48.908214729235084,16.908223693085244,16.90827989963758,34.913252539170905
Burgers,25133,Top Burgers Corner,Full-service,South Auckland,1.05,44.46,2051,636,28276.56,637,354,424,28321.02,15738.84,18851.04,0.386117483489215,0.498271016147919,0.27,12,3.54,1500.96,3269.1,-4372.44,-2429.9,678.44,0.45,0.45,0.25,0.3,10918.074188931798,10935.240972247728,6077.0412938393965,7278.716125954532,14089.390284367602,14111.543413745538,7842.207799789514,9392.926856245067,7646.675400000001,4249.486800000001,5.1400943396226415,-6.8641130298273145,-6.864124293785311,1.6000943396226417,11.561165856101308,-15.438850719359682,-15.438876054397909,3.598952630730188
Burgers,25377,Lucky Burgers Bistro,Full-service,South Auckland,1.05,39.78,1449,442,17582.76,453,252,302,18020.34,10024.56,12013.56,0.380261697387323,0.519352306029759,0.28,4,1.18,356.36,1765.06,-3236.71,-1800.55,849.63,0.44,0.45,0.25,0.3,6686.050162353927,6852.445075896672,3811.956201161063,4568.2967172644485,9131.646952367804,9358.905134440307,5206.278352933681,6239.270089626872,5045.6952,2806.8768,3.9933484162895927,-7.145055187637969,-7.145039682539682,2.813344370860927,10.038583248591234,-17.96142581105573,-17.961386833935855,7.0722583480666845
Burgers,25245,Lucky Burgers Cafe,QSR,North Shore,1.03,43.22,1634,294,12706.68,603,335,402,26061.66,14478.7,17374.44,0.241746065188199,0.40828570977319,0.32,3,0.89,357.78,4446.93,781.02,433.9,5722.72,0.22,0.45,0.25,0.3,3071.7898916055847,6300.303757272678,3500.168754040377,4200.202504848452,5187.955862660798,10640.603350967554,5911.446306093087,7093.735567311703,8339.7312,4633.184,15.12561224489796,1.2952238805970149,1.2952238805970149,14.235621890547264,34.996789090462656,2.996816012487309,2.9968160124873084,32.93757957090991
Burgers,25861,Classic Burgers Diner,Cafe,West Auckland,1.04,38.26,1934,490,18747.4,650,361,433,24869.0,13811.86,16566.58,0.236518038548529,0.38063013474457,0.28,13,3.84,1662.72,7177.48,2557.82,1420.58,4679.83,0.34,0.45,0.25,0.3,4434.098275884693,5881.967100663368,3266.754035906886,3918.29500705729,7135.825388110353,9465.890820962712,5257.210132873137,6305.739577656699,6963.320000000001,3867.3208000000004,14.647918367346938,3.9351076923076924,3.935124653739612,10.807921478060045,38.2852022147071,10.285174313402228,10.285218645425017,28.248618604443397
Burgers,25257,King Burgers Bistro,QSR,South Auckland,1.05,44.28,1873,350,15498.0,685,381,457,30331.8,16870.68,20235.96,0.216959698665887,0.412135697645135,0.3,9,2.66,1215.62,5748.28,2150.66,1196.21,6289.99,0.23,0.45,0.25,0.3,3362.4414099239166,6580.778187993951,3660.2576490886063,4390.387783814942,6387.279042104303,12500.817553832707,6953.009471547826,8339.961492119046,9099.539999999999,5061.204,16.42365714285714,3.139649635036496,3.1396587926509185,13.763654266958424,37.09046328558524,7.090446330254056,7.090467011406772,31.083230051848293
Burgers,25378,King Burgers Cafe,QSR,North Shore,1.03,37.56,1595,298,11192.88,584,324,389,21935.04,12169.44,14610.84,0.232022813316435,0.378713312605396,0.32,10,2.95,1147.55,4356.98,1519.31,842.9,4539.92,0.23,0.45,0.25,0.3,2597.003506713259,5089.429691008535,2823.587705285557,3390.0482017163013,4238.8926623946845,8307.091660531865,4608.72893495261,5533.319616347424,7019.2128,3894.2208,14.620738255033556,2.601558219178082,2.601543209876543,11.670745501285348,38.92635318166548,6.9264063343399425,6.926366373473224,31.07227236763937
Burgers,26108,King Burgers House,Ghost Kitchen,North Shore,1.03,44.4,668,60,2664.0,274,152,182,12165.6,6748.8,8080.8,0.253680308535695,0.260938313254155,0.33,11,3.25,591.5,1293.06,1890.31,1048.64,3330.77,0.1,0.45,0.25,0.3,675.8043419390915,3086.1731615218514,1712.0376662456986,2049.939837215244,695.1396665090689,3174.4711437247483,1761.0204884896414,2108.590321744176,4014.648,2227.1040000000003,21.551,6.898941605839416,6.898947368421053,18.300934065934065,48.538288288288285,15.538156769908593,15.538169748696065,41.21831996831997
Burgers,25501,Classic Burgers Eatery,Cafe,South Auckland,1.05,39.67,1315,395,15669.65,414,230,276,16423.38,9124.1,10948.92,0.254867386501282,0.375745487166569,0.3,7,2.07,571.32,5788.17,1139.57,633.1,3473.07,0.43,0.45,0.25,0.3,3993.682742889813,4185.783938117424,2325.4355211763473,2790.5226254116164,5887.800272979628,6171.010919021687,3428.3393994564926,4114.007279347791,4927.014,2737.23,14.653594936708862,2.752584541062802,2.752608695652174,12.58358695652174,36.93873187978034,6.938705674471393,6.938766563277474,31.720662859898514
Burgers,26230,Top Burgers Kitchen,Cafe,CBD,0.99,42.19,1387,374,15779.06,456,253,304,19238.64,10674.07,12825.76,0.207379126213491,0.384480268880725,0.3,15,4.43,1346.72,6440.08,2080.48,1154.3,3887.99,0.37,0.45,0.25,0.3,3272.2476752702473,3989.6923527359163,2213.5793097416376,2659.794901823944,6066.737231485093,7396.8774800994715,4103.96930365168,4931.251653399648,5771.592,3202.221,17.21946524064171,4.562456140350878,4.562450592885376,12.789440789473684,40.814091587204814,10.81407001742327,10.8140568686546,30.313915120819352
Burgers,26313,Classic Burgers Diner,Full-service,South Auckland,1.05,36.32,604,166,6029.12,197,110,131,7155.04,3995.2,4757.92,0.393435937189497,0.505011981772259,0.3,12,3.54,463.74,612.27,-1419.9,-792.84,19.44,0.38,0.45,0.25,0.3,2372.07247762794,2815.0498680283386,1571.8552562594782,1871.9367142726514,3044.777839542762,3613.380930059784,2017.6238695765292,2402.806608313867,2146.5119999999997,1198.56,3.6883734939759036,-7.20761421319797,-7.207636363636364,0.1483969465648855,10.1552133644711,-19.844752789641987,-19.84481377653184,0.4085819013350372
Burgers,25775,Lucky Burgers Tavern,QSR,South Auckland,1.05,36.5,1366,273,9964.5,492,273,328,17958.0,9964.5,11972.0,0.202122342158109,0.395233107497916,0.29,3,0.89,291.92,4012.15,2022.87,1122.45,4528.54,0.25,0.45,0.25,0.3,2014.0480784344772,3629.7130204753216,2014.0480784344772,2419.8086803168812,3938.3002996629843,7097.596144447576,3938.3002996629843,4731.73076296505,5207.82,2889.705,14.696520146520147,4.111524390243902,4.111538461538462,13.806524390243903,40.264438757589446,11.26445038422987,11.264488935721813,37.826094219846304
Burgers,26274,Urban Burgers Bistro,Cafe,West Auckland,1.04,43.42,1527,352,15283.84,529,294,352,22969.18,12765.48,15283.84,0.220944037288427,0.393518741847947,0.31,7,2.07,728.64,5892.49,1735.03,964.27,5163.85,0.3,0.45,0.25,0.3,3376.873314870352,5074.9033624045915,2820.4566891246686,3376.873314870352,6014.477487405326,9038.802814879027,5023.45562868513,6014.477487405326,7120.4458,3957.2988,16.740028409090908,3.279829867674858,3.279829931972789,14.67002840909091,38.55372733553871,7.553730694783183,7.553730842866857,33.78633903521629
